Estacao;Data;Hora;TempBulboSeco;UmidadeRelativa;PressaoAtmEstacao;VelocidadeVento;Nebulosidade;
83781;01/04/2005;0000;22.2;78;926.2;3.3;10;
83781;01/04/2005;1200;22.8;82;927.6;2.5;6;
83781;01/04/2005;1800;29.6;46;924.7;1.6;7;
83781;02/04/2005;0000;24.8;72;925.4;0;2;
83781;02/04/2005;1200;26.5;62;926.9;1.6;4;
83781;02/04/2005;1800;29.3;49;924.5;3.6;7;
83781;03/04/2005;0000;26.3;64;925.6;0.7;2;
83781;03/04/2005;1200;27.3;58;926.8;1;2;
83781;03/04/2005;1800;31.2;41;923.5;2.5;6;
83781;04/04/2005;0000;25;81;926.6;2.3;9;
83781;04/04/2005;1200;25;79;927.6;0;9;
83781;04/04/2005;1800;22.8;90;927;3;10;
83781;05/04/2005;0000;20.8;91;929;2;10;
83781;05/04/2005;1200;22;84;930.1;2.3;10;
83781;05/04/2005;1800;22.3;84;928.5;2.5;10;
83781;06/04/2005;0000;21.3;91;930.1;3;10;
83781;06/04/2005;1200;24;78;930.7;2.6;9;
83781;06/04/2005;1800;28.7;60;927.1;1.6;7;
83781;07/04/2005;0000;23.5;86;928.4;4.6;10;
83781;07/04/2005;1200;23.3;81;928.4;3.3;4;
83781;07/04/2005;1800;30.7;52;924.8;3.3;6;
83781;08/04/2005;0000;25.8;66;926.2;1.6;4;
83781;08/04/2005;1200;24.8;80;927.7;2.1;0;
83781;08/04/2005;1800;30.6;47;924.4;0.7;9;
83781;09/04/2005;0000;22.7;93;928.7;0;10;
83781;09/04/2005;1200;23.3;78;928.8;1.6;10;
83781;09/04/2005;1800;25.7;69;926.4;4.6;10;
83781;10/04/2005;0000;22.6;77;928.2;3;10;
83781;10/04/2005;1200;23.4;78;928.4;4.1;3;
83781;10/04/2005;1800;28.2;52;925.6;2;9;
83781;11/04/2005;0000;23.4;87;926.3;1.6;6;
83781;11/04/2005;1200;23.9;76;927.2;0;0;
83781;11/04/2005;1800;30.2;47;923.9;2.6;5;
83781;12/04/2005;0000;25.4;66;925.7;1;1;
83781;12/04/2005;1200;26.3;59;927.6;1.6;0;
83781;12/04/2005;1800;30.9;44;925.7;1;6;
83781;13/04/2005;0000;24.8;55;928.8;2.1;6;
83781;13/04/2005;1200;23.8;74;929.9;2.5;8;
83781;13/04/2005;1800;27;58;928.5;5.8;8;
83781;14/04/2005;0000;22.5;80;928.7;3.6;1;
83781;14/04/2005;1200;21.6;77;928.9;3.3;0;
83781;14/04/2005;1800;28.5;47;925.6;2.1;4;
83781;15/04/2005;0000;24.8;75;925.6;1.3;0;
83781;15/04/2005;1200;25.2;65;927.1;1.3;0;
83781;15/04/2005;1800;29.1;45;925;3.3;3;
83781;16/04/2005;0000;25.5;57;925.9;1.6;0;
83781;16/04/2005;1200;24;70;928;2.3;9;
83781;16/04/2005;1800;27.6;57;925.5;2.5;10;
83781;17/04/2005;0000;22.8;84;927.2;4.6;10;
83781;17/04/2005;1200;22.5;81;928.9;1;10;
83781;17/04/2005;1800;26;62;926.2;3.3;7;
83781;18/04/2005;0000;20.8;86;928.5;3.3;5;
83781;18/04/2005;1200;21.4;72;928;1.6;8;
83781;18/04/2005;1800;25.5;55;924.4;4;7;
83781;19/04/2005;0000;20;82;926.4;2.3;7;
83781;19/04/2005;1200;20;82;927.8;2.5;8;
83781;19/04/2005;1800;29.3;38;924.3;2.3;4;
83781;20/04/2005;0000;23.4;64;925;0.7;0;
83781;20/04/2005;1200;22.2;73;926;2.5;10;
83781;20/04/2005;1800;28.9;38;923.8;1.5;9;
83781;21/04/2005;0000;22;79;926.8;1;8;
83781;21/04/2005;1200;20;87;926.4;0;10;
83781;21/04/2005;1800;26.5;52;923.5;2.8;8;
83781;22/04/2005;0000;20;79;926;1.6;10;
83781;22/04/2005;1200;20.7;72;927.2;1;9;
83781;22/04/2005;1800;23.6;59;924.6;2.5;10;
83781;23/04/2005;0000;19.8;78;926;3;10;
83781;23/04/2005;1200;20.6;77;926.1;2.3;10;
83781;23/04/2005;1800;26.8;49;923.5;3.3;10;
83781;24/04/2005;0000;19.2;89;926.1;3;10;
83781;24/04/2005;1200;18.4;87;927;1.8;10;
83781;24/04/2005;1800;25.2;60;925;0;10;
83781;25/04/2005;0000;20.6;88;925.4;1.5;10;
83781;25/04/2005;1200;22;77;924.4;0;10;
83781;25/04/2005;1800;23.9;68;923.3;2.5;10;
83781;26/04/2005;0000;19.5;88;925.6;3.3;10;
83781;26/04/2005;1200;16.2;89;928.6;3.6;10;
83781;26/04/2005;1800;15.6;82;928.3;4;10;
83781;27/04/2005;0000;15;83;929.6;4.1;10;
83781;27/04/2005;1200;15;76;930;2.1;10;
83781;27/04/2005;1800;19.2;58;926.8;2.5;9;
83781;28/04/2005;0000;15.8;77;928.1;3;9;
83781;28/04/2005;1200;16;83;927.8;1.8;10;
83781;28/04/2005;1800;15.6;92;925.6;0;10;
83781;29/04/2005;0000;16;97;926.4;2.3;10;
83781;29/04/2005;1200;17;92;928.8;2;10;
83781;29/04/2005;1800;21.8;66;926.9;2.3;10;
83781;30/04/2005;0000;18.2;87;927.2;3.3;10;
83781;30/04/2005;1200;15;80;929.5;3.6;10;
83781;30/04/2005;1800;17.4;72;929;4.6;10;
83781;01/05/2005;0000;15;93;930.5;3;10;
83781;01/05/2005;1200;16.8;76;930.6;3.3;10;
83781;01/05/2005;1800;18.8;56;930.1;3.6;7;
83781;02/05/2005;0000;15.5;85;930.2;3;8;
83781;02/05/2005;1200;15.2;89;931.9;2.5;10;
83781;02/05/2005;1800;19.8;62;929.7;2;8;
83781;03/05/2005;0000;15.2;83;931.1;3.3;5;
83781;03/05/2005;1200;15.3;82;932;3.3;10;
83781;03/05/2005;1800;21.2;55;932.2;3;9;
83781;04/05/2005;0000;16.2;83;933.4;2.8;10;
83781;04/05/2005;1200;17;88;933.3;4.1;1;
83781;04/05/2005;1800;22;51;929.6;2;6;
83781;05/05/2005;0000;17.4;77;930.9;1.6;0;
83781;05/05/2005;1200;15.2;86;932.4;3.3;10;
83781;05/05/2005;1800;24.2;46;928.9;1.5;10;
83781;06/05/2005;0000;17.4;86;930.4;0;10;
83781;06/05/2005;1200;18.5;73;930.6;2.5;5;
83781;06/05/2005;1800;25;41;927;2;6;
83781;07/05/2005;0000;19.4;72;928.1;2.1;0;
83781;07/05/2005;1200;19.7;69;929.2;0.8;2;
83781;07/05/2005;1800;25.4;39;926.8;2.6;5;
83781;08/05/2005;0000;19.6;65;929.1;1.8;1;
83781;08/05/2005;1200;19.3;65;930.4;3;2;
83781;08/05/2005;1800;22.7;61;928.3;4;10;
83781;09/05/2005;0000;18.6;82;932.7;4.5;10;
83781;09/05/2005;1200;18.8;77;931;4.3;10;
83781;09/05/2005;1800;23.4;60;929.2;3;10;
83781;10/05/2005;0000;19.3;88;929.8;0;10;
83781;10/05/2005;1200;18.2;90;930.4;0;10;
83781;10/05/2005;1800;25.5;57;927.2;2.5;10;
83781;11/05/2005;0000;19.4;86;929.3;1;0;
83781;11/05/2005;1200;17.6;83;930.6;0;5;
83781;11/05/2005;1800;27.3;36;927.7;0;6;
83781;12/05/2005;0000;20.8;61;928;3;0;
83781;12/05/2005;1200;21.4;69;929.2;0.8;7;
83781;12/05/2005;1800;28.1;40;926.2;1;8;
83781;13/05/2005;0000;21.5;64;928.8;2;4;
83781;13/05/2005;1200;22.1;73;930.1;1.6;0;
83781;13/05/2005;1800;29.2;40;926.3;1.6;5;
83781;14/05/2005;0000;23.9;67;927.5;2.5;4;
83781;14/05/2005;1200;22;67;928.2;0;0;
83781;14/05/2005;1800;28.4;42;924.9;3.3;3;
83781;15/05/2005;0000;22.8;63;926.7;2;0;
83781;15/05/2005;1200;21;73;928.4;0;1;
83781;15/05/2005;1800;27.8;45;925.1;2;2;
83781;16/05/2005;0000;22.2;64;927.7;0;0;
83781;16/05/2005;1200;22.6;60;927.5;1.6;2;
83781;16/05/2005;1800;27.5;39;924.3;1;8;
83781;17/05/2005;0000;22.7;54;924.6;0.5;8;
83781;17/05/2005;1200;22.6;58;926.6;0;8;
83781;17/05/2005;1800;26.5;47;924;3;7;
83781;18/05/2005;0000;24;57;924.8;0;9;
83781;18/05/2005;1200;22.4;68;925.4;0;10;
83781;18/05/2005;1800;27;47;922.1;2;10;
83781;19/05/2005;0000;23.3;60;923.1;1;3;
83781;19/05/2005;1200;24;59;923.3;1.5;6;
83781;19/05/2005;1800;25.3;62;921.5;2.5;10;
83781;20/05/2005;0000;22;81;922.8;2.6;6;
83781;20/05/2005;1200;21.2;76;924.2;1.5;1;
83781;20/05/2005;1800;27.8;44;921.7;3;9;
83781;21/05/2005;0000;24.2;52;921.8;1.6;4;
83781;21/05/2005;1200;23.6;57;922.5;3;9;
83781;21/05/2005;1800;24.2;56;921.8;4.8;10;
83781;22/05/2005;0000;18.6;93;922.2;2.6;10;
83781;22/05/2005;1200;15.2;88;926.1;3;10;
83781;22/05/2005;1800;16.6;97;923.5;1;10;
83781;23/05/2005;0000;16;85;924.7;0;10;
83781;23/05/2005;1200;17.2;86;925;2.8;10;
83781;23/05/2005;1800;21.5;63;922.3;2.3;10;
83781;24/05/2005;0000;18.6;86;923.1;2.5;10;
83781;24/05/2005;1200;20.2;87;922.6;0;10;
83781;24/05/2005;1800;21.3;80;923;3.3;10;
83781;25/05/2005;0000;18.2;97;919.6;0;10;
83781;25/05/2005;1200;16.8;89;919.3;3.3;10;
83781;25/05/2005;1800;18.8;79;919.8;3;10;
83781;26/05/2005;0000;15.4;93;923.9;1.6;10;
83781;26/05/2005;1200;17.8;76;929.8;0;8;
83781;26/05/2005;1800;20.6;48;929.3;1.8;8;
83781;27/05/2005;0000;15;83;931.1;2.5;3;
83781;27/05/2005;1200;17;73;933;3.6;2;
83781;27/05/2005;1800;21.8;53;930.1;1;6;
83781;28/05/2005;0000;16.4;89;932.4;2.6;8;
83781;28/05/2005;1200;16.3;89;932.8;3;10;
83781;28/05/2005;1800;22.2;60;929.9;1.4;9;
83781;29/05/2005;0000;17.4;86;930.4;2;8;
83781;29/05/2005;1200;14.8;84;932.3;2.5;10;
83781;29/05/2005;1800;22.6;59;929.8;0.8;5;
83781;30/05/2005;0000;19.5;79;931.3;1;3;
83781;30/05/2005;1200;17.4;89;934.2;2.3;6;
83781;30/05/2005;1800;25.4;53;931.5;2.5;8;
83781;31/05/2005;0000;20;80;932.7;2;3;
83781;31/05/2005;1200;19.2;81;933.4;4;1;
83781;31/05/2005;1800;24;54;931.5;2.5;9;
83781;01/06/2005;0000;18.8;89;932.3;2;6;
83781;01/06/2005;1200;18.8;82;933.4;3;10;
83781;01/06/2005;1800;23.2;61;931.8;3;9;
83781;02/06/2005;0000;19.4;86;932.6;2.6;10;
83781;02/06/2005;1200;19.8;81;932.3;0;10;
83781;02/06/2005;1800;25.4;57;929.5;1.6;9;
83781;03/06/2005;0000;21;75;929.7;2;2;
83781;03/06/2005;1200;16;94;931.4;3;10;
83781;03/06/2005;1800;25.4;47;929.8;2.3;6;
83781;04/06/2005;0000;19.4;86;931;1.6;0;
83781;04/06/2005;1200;18.6;79;933.2;0;4;
83781;04/06/2005;1800;25.4;46;930.1;3.3;2;
83781;05/06/2005;0000;19.6;88;932.4;0.7;0;
83781;05/06/2005;1200;17.8;86;933.9;1.6;10;
83781;05/06/2005;1800;24.2;55;931;3.6;1;
83781;06/06/2005;0000;19.2;85;932.9;2.6;10;
83781;06/06/2005;1200;15.8;93;932.2;0;10;
83781;06/06/2005;1800;20.6;66;929.2;2.3;6;
83781;07/06/2005;0000;17.6;85;930.2;1.6;10;
83781;07/06/2005;1200;17;84;931;1.6;10;
83781;07/06/2005;1800;23.3;47;927.4;2.1;6;
83781;08/06/2005;0000;18.8;77;929.1;1;0;
83781;08/06/2005;1200;15;92;931.6;1.6;10;
83781;08/06/2005;1800;24.7;46;928.6;2.6;6;
83781;09/06/2005;0000;19.6;73;930.9;0;4;
83781;09/06/2005;1200;18.6;76;931.8;0;0;
83781;09/06/2005;1800;24.8;43;928.2;3.3;4;
83781;10/06/2005;0000;18.8;86;929.9;2.5;6;
83781;10/06/2005;1200;17.7;82;930.9;0;0;
83781;10/06/2005;1800;25;47;927.3;2.5;3;
83781;11/06/2005;0000;19.7;85;928.9;1;9;
83781;11/06/2005;1200;18.4;75;930.1;0;0;
83781;11/06/2005;1800;25.3;43;927.1;4.5;5;
83781;12/06/2005;0000;19.8;70;928.2;1.6;4;
83781;12/06/2005;1200;18.2;78;929.8;2.3;0;
83781;12/06/2005;1800;25.8;42;925.9;4;2;
83781;13/06/2005;0000;20;64;928.2;1.3;0;
83781;13/06/2005;1200;18.3;75;929.2;1.6;3;
83781;13/06/2005;1800;25.4;41;925.6;3;8;
83781;14/06/2005;0000;19.6;63;927;1.6;0;
83781;14/06/2005;1200;19.2;66;929;0;0;
83781;14/06/2005;1800;26;42;927.1;3;2;
83781;15/06/2005;0000;21;62;929.4;0.7;1;
83781;15/06/2005;1200;19.4;67;926.4;1.6;1;
83781;15/06/2005;1800;26;34;928.7;2;6;
83781;16/06/2005;0000;19.5;82;930.1;2.3;10;
83781;16/06/2005;1200;19.4;73;929.6;0;1;
83781;16/06/2005;1800;25.4;44;926.5;1;4;
83781;17/06/2005;0000;20.2;63;927.4;2;1;
83781;17/06/2005;1200;18.6;71;927.1;0;0;
83781;17/06/2005;1800;25.8;42;924.2;1.5;4;
83781;18/06/2005;0000;21.4;58;924.9;0;1;
83781;18/06/2005;1200;22.8;54;924.3;2.6;8;
83781;18/06/2005;1800;21.5;59;922.4;4.6;10;
83781;19/06/2005;0000;19.4;66;924;3.3;10;
83781;19/06/2005;1200;17.8;79;925.4;2.8;8;
83781;19/06/2005;1800;22.1;59;923.9;5;8;
83781;20/06/2005;0000;18.5;78;924.1;1.6;2;
83781;20/06/2005;1200;16;95;927.2;3;10;
83781;20/06/2005;1800;19.4;78;924.6;1.5;10;
83781;21/06/2005;0000;16.6;93;927.2;3.5;10;
83781;21/06/2005;1200;14.6;93;932.5;0;10;
83781;21/06/2005;1800;14.7;86;931.3;1.5;10;
83781;22/06/2005;0000;13.6;84;933.1;4;10;
83781;22/06/2005;1200;15.4;75;933.8;3.8;10;
83781;22/06/2005;1800;16.5;74;932;3;10;
83781;23/06/2005;0000;15;81;934.2;4.1;9;
83781;23/06/2005;1200;15;78;933.4;4.1;6;
83781;23/06/2005;1800;21.3;59;929.5;0;6;
83781;24/06/2005;0000;15.8;88;930.7;0.8;0;
83781;24/06/2005;1200;15;88;932.2;0;10;
83781;24/06/2005;1800;20;61;929.4;1.6;10;
83781;25/06/2005;0000;16;82;931.7;2;10;
83781;25/06/2005;1200;15.2;87;930.9;0;10;
83781;25/06/2005;1800;20.7;57;929.6;1.6;10;
83781;26/06/2005;0000;15.6;86;929.7;2.5;10;
83781;26/06/2005;1200;14.8;85;930.8;0;10;
83781;26/06/2005;1800;22.8;47;928.3;1.5;6;
83781;27/06/2005;0000;17.8;67;928.1;0;8;
83781;27/06/2005;1200;16.6;74;929.1;0;8;
83781;27/06/2005;1800;23.2;44;926.5;1;10;
83781;28/06/2005;0000;18.2;71;928.4;0.5;5;
83781;28/06/2005;1200;15.6;81;929.9;2.3;10;
83781;28/06/2005;1800;18.6;83;929.9;2;10;
83781;29/06/2005;0000;17.6;86;929.9;0;10;
83781;29/06/2005;1200;17.3;85;930.9;0;10;
83781;29/06/2005;1800;24.7;57;927.9;2;10;
83781;30/06/2005;0000;20.8;81;928.5;1.6;10;
83781;30/06/2005;1200;21.2;80;931.4;2.5;4;
83781;30/06/2005;1800;25.4;47;928.3;1.8;10;
83781;01/07/2005;0000;18.8;85;930.1;3.3;5;
83781;01/07/2005;1200;18.8;81;930.4;1.6;8;
83781;01/07/2005;1800;23;54;929;1.6;8;
83781;02/07/2005;0000;18.6;81;928.9;1.6;0;
83781;02/07/2005;1200;18.4;77;930;0;6;
83781;02/07/2005;1800;26;43;926.9;2.5;8;
83781;03/07/2005;0000;22.2;51;928.9;1;0;
83781;03/07/2005;1200;18.3;72;929.9;0;5;
83781;03/07/2005;1800;24.6;40;926.9;5.8;1;
83781;04/07/2005;0000;20.2;53;927.8;0.7;0;
83781;04/07/2005;1200;21.1;48;928.5;0;0;
83781;04/07/2005;1800;25;39;925.4;4.1;0;
83781;05/07/2005;0000;21.4;58;926.1;2;0;
83781;05/07/2005;1200;20;64;927.9;0;8;
83781;05/07/2005;1800;17.4;89;927.4;0;10;
83781;06/07/2005;0000;16.3;87;929.9;0;10;
83781;06/07/2005;1200;15.7;85;933.5;0;10;
83781;06/07/2005;1800;15.8;83;932.7;3.3;10;
83781;07/07/2005;0000;13.4;87;934.8;3.3;10;
83781;07/07/2005;1200;10.6;80;938.4;2.5;10;
83781;07/07/2005;1800;15;59;936.3;6.3;8;
83781;08/07/2005;0000;11.9;91;939;0.8;10;
83781;08/07/2005;1200;13;79;938.5;3.3;10;
83781;08/07/2005;1800;16.2;63;937;6.6;10;
83781;09/07/2005;0000;12.8;80;938.8;6.6;10;
83781;09/07/2005;1200;13.5;74;938.5;2.6;4;
83781;09/07/2005;1800;17.4;56;935.6;5.8;8;
83781;10/07/2005;0000;12.8;79;937.2;2.6;0;
83781;10/07/2005;1200;13.4;80;937.1;2.5;7;
83781;10/07/2005;1800;18.2;56;934.3;4;9;
83781;11/07/2005;0000;14.4;87;935.2;2;9;
83781;11/07/2005;1200;14.7;84;935.2;3.5;10;
83781;11/07/2005;1800;21.4;47;932.7;2.5;5;
83781;12/07/2005;0000;16.2;85;933.9;1.1;8;
83781;12/07/2005;1200;16.8;73;934.9;1.6;0;
83781;12/07/2005;1800;21.8;42;932.2;2.3;4;
83781;13/07/2005;0000;15.5;75;933.1;2.3;4;
83781;13/07/2005;1200;15.2;63;934.1;1.6;0;
83781;13/07/2005;1800;21.8;38;930.6;2.5;1;
83781;14/07/2005;0000;14.8;79;932.2;4.1;0;
83781;14/07/2005;1200;13.4;86;932.3;2;10;
83781;14/07/2005;1800;21.8;47;929.1;1.5;10;
83781;15/07/2005;0000;16.3;80;930.9;3;5;
83781;15/07/2005;1200;14.2;72;931;0;7;
83781;15/07/2005;1800;23.3;43;926.7;3;4;
83781;16/07/2005;0000;18;63;927.2;2.5;0;
83781;16/07/2005;1200;19;55;926.6;4;0;
83781;16/07/2005;1800;24.7;37;924.5;4.3;5;
83781;17/07/2005;0000;22.2;46;925.2;3;0;
83781;17/07/2005;1200;20.8;58;923.4;5.3;4;
83781;17/07/2005;1800;22.6;52;923.8;5.8;10;
83781;18/07/2005;0000;17.6;81;925.9;3;10;
83781;18/07/2005;1200;15.3;80;927.8;1.5;10;
83781;18/07/2005;1800;19.6;57;925.8;1.6;10;
83781;19/07/2005;0000;15;76;928.7;2;10;
83781;19/07/2005;1200;13;77;931;1;10;
83781;19/07/2005;1800;14.8;66;930;4.6;10;
83781;20/07/2005;0000;13;81;931.6;5.8;10;
83781;20/07/2005;1200;13.4;84;933.9;2.5;10;
83781;20/07/2005;1800;16;74;931;4;10;
83781;21/07/2005;0000;14;83;931.1;4.6;10;
83781;21/07/2005;1200;14.6;83;932.1;6.3;10;
83781;21/07/2005;1800;22;60;928.9;1.5;10;
83781;22/07/2005;0000;16;93;931.1;3;10;
83781;22/07/2005;1200;16.5;84;930.6;0;10;
83781;22/07/2005;1800;25;50;928;2.8;8;
83781;23/07/2005;0000;20.2;71;928.8;3.1;7;
83781;23/07/2005;1200;17.6;85;929.2;0;10;
83781;23/07/2005;1800;26;50;927;2;10;
83781;24/07/2005;0000;18.7;86;929.1;0;8;
83781;24/07/2005;1200;18;84;928.7;1.8;10;
83781;24/07/2005;1800;21.2;71;927.8;2.5;10;
83781;25/07/2005;0000;16.8;90;930;2;10;
83781;25/07/2005;1200;16.4;85;930.9;4;10;
83781;25/07/2005;1800;18.3;69;929;3.3;10;
83781;26/07/2005;0000;15.8;81;930.8;1;2;
83781;26/07/2005;1200;14.1;59;933.1;0;3;
83781;26/07/2005;1800;19.8;39;930.5;3.5;3;
83781;27/07/2005;0000;12.7;85;932.8;3.3;10;
83781;27/07/2005;1200;13.4;93;933.3;2.6;10;
83781;27/07/2005;1800;16;78;931.2;3.3;10;
83781;28/07/2005;0000;14.5;88;931.2;0.7;10;
83781;28/07/2005;1200;13.2;91;932.3;2.1;10;
83781;28/07/2005;1800;25;48;929.7;2;10;
83781;29/07/2005;0000;19.5;77;931.6;1.8;0;
83781;29/07/2005;1200;17.5;82;932.5;1.1;6;
83781;29/07/2005;1800;25.8;43;929.9;2;9;
83781;30/07/2005;0000;20.3;64;931.2;1.5;5;
83781;30/07/2005;1200;18.3;69;932.8;1.6;0;
83781;30/07/2005;1800;25.4;37;929.2;2.5;0;
83781;31/07/2005;0000;19.4;55;930.8;1;0;
83781;31/07/2005;1200;16.7;67;931.8;1.1;0;
83781;31/07/2005;1800;26.2;36;928.5;2.3;0;
83781;01/08/2005;0000;21.6;51;929.3;2.3;0;
83781;01/08/2005;1200;19;67;933.8;0;0;
83781;01/08/2005;1800;25.6;40;929.6;2.5;3;
83781;02/08/2005;0000;19.8;57;930.4;2.6;0;
83781;02/08/2005;1200;18.3;58;932.2;1;0;
83781;02/08/2005;1800;25.8;32;929.8;1.8;0;
83781;03/08/2005;0000;19;57;930.8;2.3;0;
83781;03/08/2005;1200;18.8;57;933.3;0.8;0;
83781;03/08/2005;1800;25.5;38;929.5;0;7;
83781;04/08/2005;0000;19.5;52;930.5;1.1;0;
83781;04/08/2005;1200;20;52;933.2;1.6;0;
83781;04/08/2005;1800;25.1;39;930.8;2.5;0;
83781;05/08/2005;0000;19.2;49;932.1;1.1;0;
83781;05/08/2005;1200;17.6;64;933.3;2.3;0;
83781;05/08/2005;1800;26.7;33;930.3;2;0;
83781;06/08/2005;0000;20.6;56;931.4;1.8;0;
83781;06/08/2005;1200;19.1;59;932.8;0;0;
83781;06/08/2005;1800;26.5;32;930.1;1.3;0;
83781;07/08/2005;0000;20.8;53;931.3;0.8;0;
83781;07/08/2005;1200;18.3;55;932.3;1.1;0;
83781;07/08/2005;1800;21.4;62;930.4;4;5;
83781;08/08/2005;0000;17.4;74;931.6;3.3;10;
83781;08/08/2005;1200;17.2;82;931.5;2.6;10;
83781;08/08/2005;1800;19.2;71;929.9;3;10;
83781;09/08/2005;0000;15.4;84;931.3;3.8;10;
83781;09/08/2005;1200;16.7;77;928.7;3.6;10;
83781;09/08/2005;1800;18.6;70;926.6;2;10;
83781;10/08/2005;0000;16.1;84;925.7;0;10;
83781;10/08/2005;1200;12.2;71;925.6;4.1;1;
83781;10/08/2005;1800;15.4;64;926.8;5.8;10;
83781;11/08/2005;0000;13.9;79;930;3.8;10;
83781;11/08/2005;1200;14.6;64;930.3;0.8;0;
83781;11/08/2005;1800;21.6;39;926.9;1.5;6;
83781;12/08/2005;0000;15.2;71;929.7;0;0;
83781;12/08/2005;1200;13.5;78;929.2;3.3;0;
83781;12/08/2005;1800;21.7;45;926.9;2.8;3;
83781;13/08/2005;0000;14.8;76;929.5;2.6;10;
83781;13/08/2005;1200;14.4;82;928.4;1;10;
83781;13/08/2005;1800;25.2;34;926.1;2.1;10;
83781;14/08/2005;0000;16.2;78;928.1;3.3;10;
83781;14/08/2005;1200;18.4;77;929.4;2.3;2;
83781;14/08/2005;1800;27.5;36;926.1;2.5;4;
83781;15/08/2005;0000;19.2;82;928.5;0.8;0;
83781;15/08/2005;1200;17.7;86;931.1;0;0;
83781;15/08/2005;1800;27.7;43;928.6;1;8;
83781;16/08/2005;0000;18;88;930.6;2.3;10;
83781;16/08/2005;1200;17.5;86;931.4;1.6;10;
83781;16/08/2005;1800;26.8;52;927.5;1;9;
83781;17/08/2005;0000;20.8;80;927.9;1;1;
83781;17/08/2005;1200;19.1;73;929.8;2.5;0;
83781;17/08/2005;1800;28.1;35;927.6;0.8;7;
83781;18/08/2005;0000;21.7;55;929;1.6;0;
83781;18/08/2005;1200;19.4;71;929.8;5;1;
83781;18/08/2005;1800;22.8;63;928.3;2.6;10;
83781;19/08/2005;0000;19;81;930.9;1.6;10;
83781;19/08/2005;1200;18;84;932.5;0;10;
83781;19/08/2005;1800;22.5;63;930.9;2.5;10;
83781;20/08/2005;0000;18.6;83;932.2;3.3;10;
83781;20/08/2005;1200;19.7;74;932.7;3;10;
83781;20/08/2005;1800;24;57;930.3;2.5;10;
83781;21/08/2005;0000;18;80;932.2;2;10;
83781;21/08/2005;1200;17.4;80;931.7;3.3;10;
83781;21/08/2005;1800;25;51;927.9;3;8;
83781;22/08/2005;0000;18.6;86;929.8;0;8;
83781;22/08/2005;1200;16.5;84;930;3.3;0;
83781;22/08/2005;1800;27.9;33;926.7;3;6;
83781;23/08/2005;0000;21.5;60;927.9;1;0;
83781;23/08/2005;1200;21.3;55;929.3;1.6;0;
83781;23/08/2005;1800;27.9;28;925.2;3.6;5;
83781;24/08/2005;0000;22.8;48;926;2.5;0;
83781;24/08/2005;1200;24.6;39;925.9;5;6;
83781;24/08/2005;1800;23.6;56;925.3;2.5;10;
83781;25/08/2005;0000;19.5;75;926.8;2.6;10;
83781;25/08/2005;1200;12.6;89;929.6;3;10;
83781;25/08/2005;1800;17.2;59;928.4;2;10;
83781;26/08/2005;0000;13;94;929;1;10;
83781;26/08/2005;1200;14.4;85;929.1;3.6;10;
83781;26/08/2005;1800;21;67;926.6;2.5;10;
83781;27/08/2005;0000;15.9;84;929.8;1.6;10;
83781;27/08/2005;1200;18.4;72;927.1;3;10;
83781;27/08/2005;1800;18.8;81;925.5;0;10;
83781;28/08/2005;0000;18.8;76;926.1;0;10;
83781;28/08/2005;1200;20;70;926.5;1.6;0;
83781;28/08/2005;1800;31.9;32;921.6;2.5;0;
83781;29/08/2005;0000;24.6;48;922.3;2.3;2;
83781;29/08/2005;1200;25.2;47;923.1;3.3;0;
83781;29/08/2005;1800;31.3;24;919.3;7.1;2;
83781;30/08/2005;0000;27;38;921.2;3;2;
83781;30/08/2005;1200;27.1;36;922.6;5.8;1;
83781;30/08/2005;1800;31.3;29;923;7;10;
83781;31/08/2005;0000;26.2;52;923.3;2.5;10;
83781;31/08/2005;1200;20.2;77;926.4;3;10;
83781;31/08/2005;1800;23.4;66;924;3;10;
83781;01/09/2005;0000;20.3;81;925.8;4.1;10;
83781;01/09/2005;1200;19.5;88;926.6;3;10;
83781;01/09/2005;1800;28.7;56;923.1;0.8;10;
83781;02/09/2005;0000;20.2;89;925.2;5;10;
83781;02/09/2005;1200;18.6;85;928;1.6;10;
83781;02/09/2005;1800;22.2;53;925.8;4;6;
83781;03/09/2005;0000;17.8;80;927.2;0;9;
83781;03/09/2005;1200;15.6;83;929;0;10;
83781;03/09/2005;1800;17;85;927.6;2.5;10;
83781;04/09/2005;0000;15.6;86;928.5;3.3;10;
83781;04/09/2005;1200;19.8;80;926.2;1;10;
83781;04/09/2005;1800;26.3;51;923.7;1.5;10;
83781;05/09/2005;0000;22.5;65;924.9;0;6;
83781;05/09/2005;1200;18.8;76;926.1;0;8;
83781;05/09/2005;1800;26;53;923.5;1.3;10;
83781;06/09/2005;0000;21.9;80;924.8;0;10;
83781;06/09/2005;1200;17.2;83;927.6;1.6;10;
83781;06/09/2005;1800;16.6;86;927.5;2;10;
83781;07/09/2005;0000;15.2;88;929.1;2.6;10;
83781;07/09/2005;1200;15.1;92;931.4;1.3;10;
83781;07/09/2005;1800;15.6;84;929.6;1;10;
83781;08/09/2005;0000;13.6;81;931.6;3.6;10;
83781;08/09/2005;1200;14.8;78;932.7;3.3;10;
83781;08/09/2005;1800;17.5;82;930.7;3;10;
83781;09/09/2005;0000;16.1;79;931.6;3.6;10;
83781;09/09/2005;1200;16.8;87;931.9;5.8;10;
83781;09/09/2005;1800;25.4;60;927.9;1;10;
